Training Material for the Foreign Employees	外籍员工培训教材	sample1-en-sample1-zh
For the application which needs to be submitted to the Credit Risk Committee for review, afterwards it will be sent to an authorized signatory for final approval; for the application needing no collective review, it will be reported directly to an authorized signatory for final approval.	对于需要需提交信用风险委员会审议的，经审议后提交业务有权签批人进行最终签批；对无需提交集体审议的，直接报业务有权签批人进行业务最终签批。	sample1-en-sample1-zh
After business review and approval, the customer manager communicates with customer and monitor customer to meet preconditions and other requirements for approval before issuing a loan.	业务审批后，客户经理与客户沟通并督促客户落实前提条件以及其他放款前须落实的审批要求。	sample1-en-sample1-zh
If it is accepted by customer, office staffs need to be notified to prepare financing agreement (according to requirements, legal review staffs submit legal opinions), and afterwards the two parties sign the financing agreement.	客户接受的，通知文本人员准备融资协议文本（根据需要，由法律审查人员出具法律意见），双方签订融资协议文本。	sample1-en-sample1-zh
Before disbursing loan, customer manager should send relevant supporting documents involving customer’s meeting preconditions to risk manager for checking and confirmation.	贷款发放前，客户经理应将客户落实前提条件涉及的有关证明材料，提交风险经理进行核查确认。	sample1-en-sample1-zh
Subsequently, loan can be disbursed.	核查确认后，方能进行放款环节操作。	sample1-en-sample1-zh
After transaction, customer manager needs to make an onsite inspection on customer, get to know regular operational status such as customer’s cash flows in order to guarantee safety of loan, produce a post-loan inspection report and submit it to risk manager.	业务办理后，客户经理应对客户进行现场检查，了解客户现金流等日常经营情况，保证贷款安全，形成贷后检查报告提交给风险经理。	sample1-en-sample1-zh
Risk manager, based on the inspectin report and offsite monitoring, makes a comprehensive analysis on customer and business risks.	风险经理在检查报告及非现场监测基础上，对客户及业务风险进行综合分析。	sample1-en-sample1-zh
If any problem is detected, risk manager needs to set risk prevention steps, and sends reminder and alert against risk to banking department, pushing it to taking relevant steps.	若发现问题，拟订风险防范措施，向业务部门进行风险提示和预警，督促采取措施。	sample1-en-sample1-zh
Besides, regular asset quality classification should be made for credit assets.	业务办理后，还应定期对信贷资产进行资产质量分类。	sample1-en-sample1-zh
Before maturity, customer manager should remind customer of repaying the loan plus interest in time, preparing for relevant material on customer’s repayment.	业务到期前，客户经理应提示客户按时还本付息，提前准备客户还款有关资料。	sample1-en-sample1-zh
On the maturity day, loan recovery operation is conducted, and afterwards risk manager should review the collateral or pledge release if any, prepare for collateral or pledge release list and release the collateral or pledge after submitting the list to an authorized person for signature.	贷款到期当日，实施贷款收回操作。 贷款收回后，涉及抵押物释放的，风险经理应对抵质押物释放情况进行审核，准备抵质押物释放清单，提交有权人签字后，进行抵质押物释放操作。	sample1-en-sample1-zh
iii. Customer credit rating	（三）客户信用评级	sample1-en-sample1-zh
1. Rating on non-retail banking	1.非零售业务评级	sample1-en-sample1-zh
Corporate customer rating is a comprehensive assessment on its solvency and debt-paying willingness, the results of which reflect a probability of default (PD) within a year. One customer only has one customer rating.	法人客户评级是对法人客户偿债能力和偿债意愿的综合评价，评级结果反映其一年期违约概率，同一客户只有一个客户评级。	sample1-en-sample1-zh
Rating is required before business with a corporate customer.	对法人客户办理业务前，均要求进行评级。	sample1-en-sample1-zh
For other members in a group who have been already rated, their rating results should be directly used.	集团内其他成员已经进行评级的，应直接使用其评级结果。	sample1-en-sample1-zh
According to ICBC’s relevant regulations, currently, credit ratings of a corporate customer are divided into fourteen levels based on different probabilities of default, each level corresponding to a determinate range of PD and average PD.	根据工商银行相关制度规定，目前法人客户信用等级根据其对应的违约概率不同，分别划分为十四个级别，每个等级均对应一个确定的违约概率区间和平均违约概率。	sample1-en-sample1-zh
Rating a corporate customer is based on the scoring card method, adjusted and limited in special situations.	法人客户信用评级采用打分卡的方法进行评价，并根据特殊情况进行级别调整与限定。	sample1-en-sample1-zh
Scoring card based rating consists of two parts, quantative and qualitative assessments.	打分卡评级由定量评价和定性评价两部分构成。	sample1-en-sample1-zh
Quantative assessment indicators, following such principles as strong ability in forecasting default, low correlationship between indicators, and clear economic meaning, are selected using statistical methods such as AR value analysis, KS test, and Spearman’s rank correlation coefficient.	定量评价指标基于违约预测能力强、指标间相关性较低、经济含义明确等原则，采用AR值分析、KS检验、Spearman秩相关性分析等统计方法选取。	sample1-en-sample1-zh
Weights for quantitative assessment indicators, on the principle of the larger contribution to default forecasting, the bigger weights are, are set with the logistic regression analysis.	定量评价指标权重基于违约预测贡献越大权重越大的原则，采用logistic回归分析法进行设定。	sample1-en-sample1-zh
Qualitative assessment indicators, based on principles of strong ability in forecasting default, being prospective and objective, and able-to-operate, are selected using statistical methods such as IV value analysis, monotonicity analysis and concentration analysis with weights being set according to each indicator’s forecasting ability in default.	定性评价指标基于违约预测能力强、前瞻性、客观性和可操作性等原则，采用IV值分析、单调性分析、集中度分析等统计方法进行选取，并根据各指标违约预测能力设定权重。	sample1-en-sample1-zh
2. Rating on retail banking	2.零售业务评级	sample1-en-sample1-zh
An internal rating on retail credit assets refers to, through an internal ratings-based approach such as credit scoring models and asset pool division, realizes the measurements of credit scoring, PD, loss given default (LGD), and exposure at default as well as indicators related to internal rating, the results of which are applied to the whole process of operation management.	零售信贷资产内部评级是指通过信用评分模型、资产池划分等内部评级方法，实现零售信贷资产信用评分、违约概率、违约损失率、违约风险暴露以及内部评级相关指标的计量，并将计量结果应用于经营管理的全过程。	sample1-en-sample1-zh
Retail credit risk rating approach includes two models, i.e. credit scoring and asset pool division, as well as risk parameter measurement.	零售信用风险评级方法包括信用评分和资产池划分与风险参数计量两类模型。	sample1-en-sample1-zh
Based on above two models, results of retail banking credit risk rating can be obtained as between 100 to 850. The Head Office sets rigid controlling lines for scores by product and region.	零售业务根据上述模型，得出信用风险评分结果（100分-850分之间），总行分产品、地区设置评分刚性控制线。	sample1-en-sample1-zh
iv. Global credit line	（四）统一授信	sample1-en-sample1-zh
1. Definition	1.统一授信定义	sample1-en-sample1-zh
Global credit line refers to a management system that a credit plan is examined uniformly worldwide for customer, and customer’s credit exposure is controlled collectively.	统一授信是指工商银行在全球范围内为客户统一核定授信方案，并集中控制客户信用敞口的管理制度。	sample1-en-sample1-zh
Credit plan typically contains the maximum credit line; sub-credit line; credit type, period, pricing, guarantee, conditions of use and management requirements, as well as other credit support and risk control measures which include other commercial terms that are set for customers.	授信方案一般包括对客户制定的最高授信额度、分项授信额度和授信品种、期限、定价、担保、使用条件、管理要求及其他商务条款等在内的信用支持与风险管控措施。	sample1-en-sample1-zh
Under the maximum credit line, different sub-credit lines are set based on types of credit business for management.	最高授信额度项下按照授信业务的类型设不同分项授信额度进行管理。	sample1-en-sample1-zh
The maximum credit line is used to control uniformly a customer’s total credit exposures.	最高授信额度用于统一控制客户的总信用敞口。	sample1-en-sample1-zh
Besides that financial derivative products are converted into credit exposures according to credit risk coefficients, and that credit exposures are determined for loan commitments according to amount committed in the agreement, credit exposures are calculated for other credit types according to the balances.	除金融衍生产品交易按信用风险系数折算信用敞口、承诺授信按协议承诺金额确定信用敞口外，其余授信品种均按余额计算信用敞口。	sample1-en-sample1-zh
Total credit exposures for a customer can’t exceed the maximum credit line set by ICBC at any time point.	客户的总信用敞口在任何时点均不得超过我行对其核定的最高授信额度。	sample1-en-sample1-zh
2. Basic principles	2.统一授信基本原则	sample1-en-sample1-zh
Credit appetites shall be unified.	授信偏好统一。	sample1-en-sample1-zh
Both domestic and overseas institutions, based on the whole bank’s unified risk appetites, need to follow identical standards and requirements, and make objective, fair and accurate assessment on customers’ or loans’ risk level and solvency. Under preconditions of meeting relevant regulations, and ICBC’s capital management, business development and risk control requirements, they need to examine reasonably customer credit plan, and realize an effective balance between risk and return, quality and efficiency.	境内外机构应基于全行统一的风险偏好，遵照相同的标准和要求，客观、公正、准确评判客户或债项的风险水平和偿债能力，在符合监管有关规定、我行资本管理、业务发展与风险控制等经营要求的前提下，合理核定客户授信方案，实现风险与收益、质量与效率的有效平衡。	sample1-en-sample1-zh
Credit entity shall be unified.	授信主体统一。	sample1-en-sample1-zh
For the same customer (including related customer), only one institution at ICBC is allowed to examine credit plan according to the prescribed procedures and authority.	对同一客户（含关联客户）只能由全行的一个机构按规定程序和授权权限核定授信方案。	sample1-en-sample1-zh
Credit form shall be unified.	授信形式统一。	sample1-en-sample1-zh
Off and on-balance sheet credit risk businesses of domestic and foreign currency involving working capital loan, trade finance, project loan, guarantee, bills, overdraft, inter-bank placement, commitment, bond investment in banking book and financial derivatives trading are entirely included into the global credit line management.	对客户办理的营运资金贷款、贸易融资、项目贷款、担保、票据、透支、拆借、承诺、银行账户债券投资、金融衍生产品交易等本外币、表内外信用风险业务均纳入统一授信管理。	sample1-en-sample1-zh
Credit currencies shall be unified.	授信币种统一。	sample1-en-sample1-zh
When examining customer credit plans, based on ICBC’s business development and risk management needs, domestic and overseas institutions shall select RMB, USD, or one of other official currencies of places with which ICBC handles businesses primarily or where the major operating institutions are located as the currency for credit line.	核定客户授信方案时，应根据工商银行业务发展和风险管理需要，选择人民币、美元、工商银行与其主要的业务往来币种或其主要经营机构所在地的法定流通货币中的一种作为授信额度的核定币种。	sample1-en-sample1-zh
v. Authorization management	（五）授权管理	sample1-en-sample1-zh
Primarily, ICBC performs credit business authorization management through a corporate authorization system.	工商银行主要通过法人授权体系实现信贷业务授权管理。	sample1-en-sample1-zh
Corporate authorization refers to the one that the Head Office or upper-level branch delegates authority to its affiliated institutions for conducting various Business management activities, within the scope prescribed by national laws, regulations and Articles of Association of the Bank.	法人授权是指总行或上级行在国家法律、法规和银行章程规定的范围内，对所属机构从事各项业务管理活动的授权。	sample1-en-sample1-zh
For overseas branches, the Head Office passes business authorization down to branch managers each year. For overseas subsidiaries, the Parent Bank passes down authorization each year in the form of resolutions by the Shareholders’ General Meeting. Each institution shall engage in various businesses within the authorized scope.	对于境外分行，总行每年对分行总经理下达业务授权，对于境外子行，母行每年以股东大会决议的方式下达授权。	sample1-en-sample1-zh
For any business exceeding the authorization if necessary, it needs to be reported to the Head Office for review and approval (or examination) or apply for a special authorization.	各机构应在授权范围内办理各类业务，如确需办理超授权业务，应报总行审批(或审核)或申请特别授权。	sample1-en-sample1-zh
Within an institution, it shall establish a clear internal system of sub-authorization according to management requirement for sub-authorization. The authorized signatory shall review and approve business within his/her authority permitted.	在机构内部应按照转授权管理要求，内部建立清晰的转授权体系，有权签批人应在规定权限内进行业务审批。	sample1-en-sample1-zh
vi. Guarantee management	（六）担保管理	sample1-en-sample1-zh
All institutions of ICBC can only accept legitimate and compliant guarantees, and also consider such factors as the Head Office’s system, local laws and regulations, regulatory requirements, market practices, ownership of collateral or pledge and its value stability, liquidity and realization to determine reasonably collateral or pledge types that they can accept and corresponding collateral or pledge ratio.	工商银行各机构仅能接受合法合规的担保，并应考虑总行制度、当地法律规定、监管要求、市场惯例、抵质押物权属及价值稳定性、抵质押物流动性和变现难易程度等因素合理确定可接受抵质押物种类和相应的抵质押率。	sample1-en-sample1-zh
The main collaterals or pledges acceptable to ICBC include mortgage on real estate, personal deposit (certificate of deposit) pledge, bonds (except structural bonds), charging right, receivable and stock (shareholding right) pledge. The main warrandice that ICBC can accept are guarantee provided by sovereign institution within a country limit assessed by the Head Office, guarantee provided by international financial organizations with a long-term “AAA” or above credit rating by Moody’s or Standard & Poor’s, guarantee provided by correspondent bank already having credit line assessed, and guarantee provided by corporate customer with a credit rating being “A-2” or above.	工商银行主要可接受的抵质押物主要有：房地产抵押，存款（单）质押，债券（结构性债券除外）、收费权、应收账款、股票（权）质押等；主要接受的保证担保有：总行核定国家限额内主权机构提供的担保；穆迪或标准普尔长期信用评级A以上国际金融组织提供的担保；已核有授信额度的代理行提供的担保；信用等级在A2级（含）以上的公司客户提供的担保。	sample1-en-sample1-zh
When accepting collateral or pledge guarantee, normally, ICBC, as the exclusive mortgagee (pledge), shall have a priority right that is not inferior to other mortgagee (pledge).	接受抵质押担保时，一般本行须为唯一抵（质）押权人或享有不劣于其他抵（质）押权人的受偿权。	sample1-en-sample1-zh
Generally, ICBC can’t accept mortgage or pledge guarantee with mortgagor’s subject qualification having flaws, unclear ownership of collateral or pledge, diffculty in realization, big fluctuations in value and that involving lawsuit.	一般不得接受抵押人主体资格存在瑕疵、抵押物权属不明确、不易变现、价值波动大以及涉及诉讼的抵质押担保。	sample1-en-sample1-zh
It is required to conduct collateral (creditor’s rights) confirmation procedures such as registration of collateral or pledge, according to laws of the place where collateral or pledge is located.	应按照抵质押物所在地法律要求办理抵质押登记等押品（债权）确认手续。	sample1-en-sample1-zh
An evaluation and regular monitoring shall be performed on collateral value.	应对押品价值进行评估和定期监测。	sample1-en-sample1-zh
vii. Post-loan management	（七）贷后管理	sample1-en-sample1-zh
Post-loan management of ICBC refers to peforming onsite inspection and offsite monitoring on credit assets, identity any possible risk affecting debt service and make effective response to prevent and mitigate customer risks within the duration of a credit business.	工商银行的贷后管理是必须在信贷业务存续期内，对信贷资产进行现场检查和非现场监测，识别出的可能影响还款能力的风险，并做出有效的回应，从而达到防范化解客户风险的目的。	sample1-en-sample1-zh
Customer manager shall keep track on customer’s operational and credit use status by visiting customer, talking to customer on phone and information collection, find out possible risks, and put forward initial opinion on risk control.	客户经理应通过客户走访、电话会谈、信息搜集等方式，对客户的经营状况和授信使用情况进行动态跟踪，发现风险隐患，初步提出风险控制意见。	sample1-en-sample1-zh
A post-loan inspection on customer mainly focuses on the following: whether credit fund has been applied as per contract requirements; whether customer’s debt service has changed through an analysis on customer’s operational and financial status; performing key inspection based on business type and feature; and checking value of collateral.	对客户贷后检查，主要侧重以下方面：信贷资金是否按照合同约定使用；通过分析客户经营、财务状况分析客户偿债能力是否发生变化；针对业务品种特点，区别对待重点检查；对押品价值情况进行检查。	sample1-en-sample1-zh
Opinions after post-loan inspection shall be reported to risk manager.	贷后检查形成的意见应报送给风险经理。	sample1-en-sample1-zh
Risk manager analyzes risk profile of ICBC’s credit asset portfolio, mainly through offsite monitoring.	风险经理主要通过非现场监测方式分析本行信贷资产组合风险状况。	sample1-en-sample1-zh
Risk manager shall pay major attention to significant changes in market environment, industries with concentration of ICBC’s loans, significant but adverse changes in country risk, status of credit assets by country, industry, customer and income structure at ICBC, changes in asset quality migration, comprehensive status of assets of industries with relatively concentrated loans of ICBC and exposed to bigger fluctuation in operation, customers borrowing a lot, customers with low credit rating, unsecured loans and comprehensive status of special-mention assets.	风险经理应重点对市场环境重大变化，本行融资较为集中的行业、国别风险重大不利变化；本行信贷资产国别、行业、客户、收益结构情况；资产质量迁徙变化情况；融资较为集中、且经营波动较大行业资产整体情况；融资大户、信用等级较低客户、信用贷款、关注类资产整体情况。 资产组合风险状况应定期报告高管层。	sample1-en-sample1-zh
viii. Credit risk reporting	（八）信用风险报告	sample1-en-sample1-zh
Each institution of ICBC shall report to the Head Office regularly on risks, covering its credit business development and quality, details on major customers with higher risks, issues identified in regulatory inspections with respect to credit management and relevant requirements.	工商银行各机构应定期向总行履行风险报告义务，定期向总行报告事项包括：本行信贷业务发展及质量情况，风险较高重点客户具体情况，监管检查中发现的信贷管理方面问题以及相关要求等。	sample1-en-sample1-zh
If loan deteriorates, or customer suffers a big loss or crisis that may result in the impairment of ICBC’s assets, all institutions shall make report to the Head Office in time.	如遇贷款出现劣变，或客户发生重大损失、危机，可能导致我行资产损失，应及时向总行报告有关情况。	sample1-en-sample1-zh
Person-in-charge of risks at each institution needs to report its risk management status to the Chief Risk Officer of the Head Office at least yearly.	各机构主管风险的负责人应至少每年向总行首席风险官汇报本行风险管理现状。	sample1-en-sample1-zh
ix. Asset quality classification	（九）资产质量分类	sample1-en-sample1-zh
Credit asset quality classification is to examaine credit asset quality regularly, analyze and classify the examination results on the principle of prudence and out of the risk management needs, based on the inherent risk characteristics of credit assets.	信贷资产质量分类是工商银行出于审慎的原则和风险管理的需要，根据信贷资产的内在风险特征，定期对信贷资产质量进行审查，并将审查的结果进行分析和归类。	sample1-en-sample1-zh
Grades and standards regarding credit asset quality classification serve as a benchmark to measure credit business’ inherent risks.	信贷资产质量分类的档次和标准是衡量信贷业务内在风险的一种价值尺度。	sample1-en-sample1-zh
At ICBC, credit assets are classified into 5 categories: normal, special-mention, substandard, doubtful and loss. Credit assets for corporate customers are sub-classified into twelve categories based on above.	工商银行信贷资产分为正常、关注、次级、可疑和损失五类，法人客户在上述基础上细分为十二类。	sample1-en-sample1-zh
Normal: debtors can perform contact’s obligations. There is no adequate reason to doubt their ability to repay all of the loan principals and interests and other debts in time.	正常类：债务人能够履行合同，没有足够理由怀疑贷款本息和其他债务（含或有债务）不能按时足额偿还。	sample1-en-sample1-zh
Special mention: though debtors currently have the ability to repay the loan principals and interests and other debts, there exist some factors possibly producing negative effects on repayment of debts.	关注类：尽管债务人目前有能力偿还贷款本息和其他债务，但存在一些可能对偿还债务产生不利影响的因素。	sample1-en-sample1-zh
Substandard: there are apparent problems with the solvency of debtors, who are unable to repay all of the loan principals and interests and other debts if totally rely on their normal business incomes. Even a guarantee may incur a loss.	次级类：债务人的偿债能力明显出现问题，完全依靠其正常营业收入无法足额偿还贷款本息和其他债务，即使执行担保，也可能会造成一定损失。	sample1-en-sample1-zh
Doubtful: debtors are unable to repay all of the loan principals and interests and other debts. Even a guarantee will definitely incur a big loss. And	可疑类：债务人无法足额偿还贷款本息和其他债务，即使执行担保，也肯定会造成较大损失。	sample1-en-sample1-zh
Loss: even after all possible measures or necessary legal proceedings are taken, the loan principals and interests and other debts cannot be recovered, or only a very small part can be paid back.	损失类：在采取所有可能的措施或一切必要的法律程序后，贷款本息和其他债务仍然无法收回，或只能收回极少部分。	sample1-en-sample1-zh
x. Credit archives management At ICBC, there are primarily the following types of credit archives:	（十）信贷档案管理 工商银行信贷档案主要有以下种类：	sample1-en-sample1-zh
Warrants: for credit business by collateral (pledge), these documents are able to demonstrate that ICBC has the right to mortgage (pledge) and its value, including documents proving ownership of collateral (pledge), collateral (pledge) list, insurance policy for collateral (pledge), and collateral (pledge) notarization.	权证类：以抵（质）押办理信贷业务，能够证明我行享有抵（质）押权及抵质押物价值的的资料。 包括：抵（质）押所有权证明文件、抵（质）押物清单、抵（质）押物保险单、抵（质）押物公证书等。	sample1-en-sample1-zh
Important documents: these are materials able to prove the legitimacy and compliance of credit business during transaction, including customer application, due diligence report, risk investigation report, minute of Credit Risk Committee, credit review and approval letter, loan contract, commitment letter of intent, guarantor’s contract of guarantee, advice of drawing for business and materials generated for post-loan management.	要件类：办理信贷业务中产生的能证明信贷业务合法合规性的材料。 包括：客户申请书、尽职调查报告、风险审查报告、信用风险委员会纪要、贷款审批书、贷款合同、各类承诺意向函、保证人保证合同、业务提款通知书、贷后管理形成的档案资料。	sample1-en-sample1-zh
Management documents: basic materials about borrower, guarantor and cooperative institution, including customer’s signature and financial statements.	管理类：借款人和保证人、合作机构的基本资料。 客户印鉴证明、财务报表信息等。	sample1-en-sample1-zh
Documents for preservation: relevant documents to lawsuit or disposal of non-performing loans.	保全类：涉及诉讼或者不良贷款处置的相关资料。	sample1-en-sample1-zh
Comprehensive documents: in-house by-laws and regulations on authorization and sub-authorization.	综合类：行内各类制度办法、授权转授权规定。	sample1-en-sample1-zh
All credit business archives need to be kept collectively in a fire-proof cabinet with “one customer-to-one archive”.	所有信贷业务档案都应该集中保管在防火的柜子中。 应做到“一户一档”。	sample1-en-sample1-zh
On the cover of archive for a customer, there is table of contents for inquiry.	在每户档案封面，有可供查询的目录。	sample1-en-sample1-zh
All archives are stored in the same format.	所有档案存放成相同格式。	sample1-en-sample1-zh
Specific staffs are responsible for managing keys to the cabinets, and borrowing registration.	应有专人负责管理档案柜钥匙，对档案实行借阅登记工作。	sample1-en-sample1-zh
xi. Global Credit Management System (GCMS)	（十一）全球信贷管理系统（GCMS）	sample1-en-sample1-zh
With a steady implementation of the globalization strategy, ICBC has developed a Global Credit Management System (GCMS) independently, aimed at building an information system covering domestic and overseas corporate customers, institutional customers, personal customers and counterparties, and extending 24-hour supports to asset business operation, risk control and management and business decision-making and analysis of domestic and overseas institutions. GCMS will fully enhance ICBC’s information management level with respect to credit business and provide a credit business supporting system of technology innovation that is consistent with an internationally first-class commercial bank.	随着工商银行全球化战略的稳步实施，工商银行自主研发的全球信贷管理系统将打造一个覆盖境内外公司客户、机构客户、个人客户、交易对手，全天候支持境内外机构资产业务操作、风险控制管理、经营决策分析的信息系统，全面提升工商银行信贷业务信息化管理水平，锻造与国际一流商业银行相适应的信贷业务创新技术支撑体系。	sample1-en-sample1-zh
Section Four Enterprise Risk Management System	第四节 全面风险管理制度	sample1-en-sample1-zh
I. Organizational Structure and Framework of Enterprise Risk Management	一、全面风险管理组织架构和管理框架	sample1-en-sample1-zh
ICBC’s organizational structure of risk management comprises the Board of Directors and its special committees, the Senior Management and its special committees, the Risk Management Department and the Internal Audit Department, etc.	董事会及其专门委员会、高级管理层及其专业委员会、风险管理部门和内部审计部门等构成工商银行风险管理的组织架构。	sample1-en-sample1-zh
The risk management organizational structure is illustrated in Figure 2-2:	工商银行风险管理组织架构如图2-2：	sample1-en-sample1-zh
Figure 2-2 ICBC’s Organizational Structure of Risk Management	图2-2 工商银行风险管理组织架构	sample1-en-sample1-zh
i. Regulatory requirements and management practice	（一）监管要求及管理实践	sample1-en-sample1-zh
In July 2009, the Basel Committee on Banking Supervision issued the Enhancements to the Basel II Framework, addressing basic requirements for constructing a comprehensive risk management framework under Pillar II, including mainly general principles of comprehensive risk management, supervision by the board of directors and senior management, risk management policy and limit, risk management process, and comprehensive internal controls.	2009年7月，巴塞尔银行监管委员会印发了《新资本协议完善框架》，在第二支柱的指导意见中，突出强调了构建全面风险管理框架的基本要求，主要包括全面风险管理的总体原则、董事会和高级管理层监督、风险管理政策和限额、风险管理流程、全面的内部控制等。	sample1-en-sample1-zh
The document also proposes to strengthen the management of other substantial risks not under Pillar I, and makes clear that stress testing shall be taken as an important tool for risk management.	文件还提出加强对第一支柱外的其他实质性风险的管理、明确将压力测试作为风险管理的重要工具等要求。	sample1-en-sample1-zh
Ever since 2009, CBRC has consecutively issued a series of regulatory documents in order to promote the implementation of new capital accord by China’s banking industry.	2009年以来，银监会为推进中国银行业实施新资本协议，陆续出台了一系列监管文件。	sample1-en-sample1-zh
In December 2009, CBRC issued the Guidance for Supervision and Inspection of Commercial Banks’s Capital Adequacy Ratios (Y.J.F. [2009] No.109) (the “Guidance”), which aims to pushing banks to construct a reasonable, efficient internal capital adequacy assessment process (ICAAP), improving comprehensive risk management framework, fully assessing various substantial risks and management abilities, strengthening the management of substantial risks such as concentration risk, strategic risk and reputational risk on the basis of credit, market and operational risks under Pillar I, and setting up corresponding risk management policies and processes.	2009年12月，银监会印发了《商业银行资本充足率监督检查指引》（银监发[2009]109号）（以下简称为《指引》）。 《指引》的目的是要银行建立合理有效的内部资本充足评估程序（ICAAP），完善全面风险管理框架，全面评估其面临的各类实质性风险状况和管理能力，在第一支柱信用、市场和操作风险的基础上，加强对集中度风险、战略风险、声誉风险等实质性风险的管理，建立相应的风险管理政策和流程。	sample1-en-sample1-zh
The Guidance puts forward clearly the elements that shall be contained in an assessment of a bank’s comprehensive risk management framework.	《指引》明确提出评估银行全面风险管理框架所应包含的要素。	sample1-en-sample1-zh
In 2004, the Committee of Sponsoring Organizations of the Treadway Commission (COSO) in the U.S. issued the Enterprise Risk Management – Integrated Framework, becoming an important reference for risk management framework construction in the banking industry. 	2004年美国COSO发布了《企业风险管理－整合框架》，成为业内风险管理框架建设的重要参考。	sample1-en-sample1-zh
ii. Enterprise risk management framework	（二）全面风险管理框架	sample1-en-sample1-zh
1. Principles of enterprise risk management	1.全面风险管理原则	sample1-en-sample1-zh
(1) Match risk to return.	（1）风险与收益匹配。	sample1-en-sample1-zh
Take both risk and return into consideration, carry out business activities under a moderate risk level, and ensure return to cover risk and appropriate returns to shareholders.	兼顾风险与收益管理风险，在适度风险水平下开展经营活动，确保收益覆盖风险并实现适当的股东回报。	sample1-en-sample1-zh
(2) Consider both an internal balance and efficiency.	（2）内部制衡与效率兼顾。	sample1-en-sample1-zh
ICBC has defined clearly in risk management rules and regulations on specific rights and obligations of each department, each institution, and risk management staff at each level, applying a management system separating the functions of front, middle and back offices, defining clearly responsibilities and reporting routes of banking and risk management departments to guarantee the independence of risk management department.	工商银行在风险管理规章制度中明确界定各部门、各级机构和各层级风险管理人员的具体权责，实行前中后台职能相对分离的管理机制，清晰界定业务部门和风险管理部门的职责划分和报告路线，确保风险管理部门的独立性。	sample1-en-sample1-zh
Departments, domestic and overseas branches and all staffs need to communicate and coordinate effectively one another to optimize the management process and keep improving the management efficiency.	各部门、境内外分支机构和全体员工之间要有效沟通与协调，优化管理流程，不断提高管理效率。	sample1-en-sample1-zh
(3) Diversify risks.	（3）风险分散。	sample1-en-sample1-zh
ICBC realizes the adequate diversification of credit risk exposure by country, region, industry, product, term and currency in order to prevent concentration risk.	工商银行实现信用风险敞口在国家、地区、行业、产品、期限和币种等维度上的适度分散，防范集中风险。	sample1-en-sample1-zh
In strict compliance with regulatory standards, ICBC is prudent in assessing and deciding credit limits for single and related customers, to effectively control customer credit risk concentration; realizes the adequate diversification of market risk exposure by country, region, market, product, term and currency, and adopts suitable means to diversify market risks effectively; uniformly manages the whole bank’s liquidity, establishes liquidity reserve system at different levels, and guarantees the diversification of financing channels.	严格遵循监管标准，审慎核定单一客户和关联客户授信额度，有效控制客户信用风险集中度；实现市场风险敞口在国家、地区、市场、产品、期限和币种等维度上的适度分散，并采用适当的方式实现市场风险的有效分散；统一管理全行的流动性，建立分层次的流动性储备体系，确保融资渠道的多元化。	sample1-en-sample1-zh
(4) Combine both quantitative and qualitative analyses.	（4）定量与定性结合。	sample1-en-sample1-zh
ICBC makes efforts to upgrade its risk measurement level, develops risk measurement techniques suitable to business nature, scale and degree of complexity, promotes application of world-wide advanced banks’ mature experience in risk management, and realizes a synthetic combination of both quantitative and qualitative analyses; assesses regularly the reasonableness and effectiveness of measurement model methods and tools, and carries out corresponding validation work; takes stress testing as a key part of risk management, including stress testing of single risk type and integrated stress testing involving two or more risk types. The stress testing covers major risks all business lines face and takes effect of macroeconomic changes on risks into full consideration.	工商银行着力提升风险计量水平，开发与业务性质、规模和复杂程度相适应的风险计量技术，推广应用国际先进银行业成熟的风险管理经验，实现定性分析和定量分析的有机结合；定期评估计量模型的方法和工具的合理性和有效性，开展相应的验证工作；将压力测试作为风险管理的重要组成部分，包括单一风险种类压力测试以及涵盖两种以上风险种类的整合性压力测试，压力测试覆盖各业务条线所面临的主要风险，充分考虑宏观经济变化对风险的影响。	sample1-en-sample1-zh
(5) Dynamic adaptability adjustment.	（5）动态适应性调整。	sample1-en-sample1-zh
ICBC continuously checks and assesses changes in both internal and external operation management environments and competitive situations as well as their substantive influence on enterprise risk management, and timely adjusts risk management policy, system and process in order to ensure risk management to be consistent with business development strategies.	持续不断地检查和评估内外部经营管理环境和竞争格局的变化及其对全面风险管理所产生的实质性影响，及时调整风险管理政策、制度和流程，以确保风险管理与业务发展战略等相一致。	sample1-en-sample1-zh
(6) To be progressive.	（6）循序渐进。	sample1-en-sample1-zh
Based on ICBC’s risk management status, the enterprise risk management framework puts forward development objectives and outlook requirements for future risk management, serving as a guiding document for ICBC in risk management.	全面风险管理框架立足于工商银行风险管理现状，提出了未来风险管理的发展目标和前瞻性要求，是工商银行风险管理的指导性文件。	sample1-en-sample1-zh
iii. Elements of enterprise risk management	（三）全面风险管理要素	sample1-en-sample1-zh
1. Internal environment	1.内部环境	sample1-en-sample1-zh
Internal environment of ICBC’s risk management is made up of risk management culture, risk appetite, risk management strategy, risk management framework, risk management policy and system and risk management information system, a basis for all elements of risk management.	风险管理文化、风险偏好、风险管理战略、风险治理架构、风险管理政策与制度和风险管理信息系统等构成工商银行风险管理的内部环境，是风险管理所有构成要素的基础。	sample1-en-sample1-zh
2. Target management	2.目标管理	sample1-en-sample1-zh
A premise for risk management is setting target.	目标设定是风险管理的前提。	sample1-en-sample1-zh
